post_id,post_url,text,time,page
771513614622177,https://facebook.com/www.rsf.gov.sd/posts/771513614622177,"بسم الله الرحمن الرحيم
قوات الدعم السريع
بيان هام
24 أبريل 2023
مواصلة لخطتها المكشوفة والمفضوحة، ظلت القوات الانقلابية وبقايا النظام البائد والفلول، يدبجون التهم سعياً للوقيعة بين قوات الدعم السريع والشعب السوداني والدول الشقيقة والصديقة، آخرها ما قالت إنه مقتل مساعد الملحق العسكري بسفارة مصر الشقيقة في السودان محمد الحسين محمد الراوي على يد قواتنا، اتضح بالتواصل مع السفارة المصرية بالخرطوم ان مساعد الملحق العسكري بخير ولم يتعرض لأذى، وأصدرت وزارة الخارجية المصرية لاحقاً بياناً يكذب ادعاءات القوات الانقلابية بالشأن.
لا تزال القوات الانقلابية تكذب وتتحرى الكذب أمام جماهير شعبنا والعالم.

الناطق الرسمي باسم قوات الدعم السريع
المجد والخلود للشهداء الأبرار

#معركة_الديمقراطية
#حراس_الثورة_المجيدة
#اشاوس_الدعم_السريع

In the Name of Allah, the Most Gracious, the Most Merciful
Quick Support Forces
Important statement
April 24, 2023
Continuing its exposed and exposed plan, the coup forces and the remnants of the old and fleeting regime remained accusing charges in an attempt to create a conflict between the Rapid Support Forces, the Sudanese people, sister and friend countries, the last of which she said was the killing of the assistant of the military attachment to the sister embassy of Egypt in Sudan, Mohamed Hussein Muhammad Al-Rawi by our forces, it was clear that through contact with the Egyptian embassy in Khartoum The assistant of the military annex is fine and unharmed, and the Egyptian Foreign Ministry later issued a statement denying the allegations of the coup forces regarding the matter.
The coup forces are still lying and investigating lying to the masses of our people and the world.

The official spokesman of the Rapid Support Forces
Glory and eternity to the righteous martyrs

#معركة_الديمقراطية
#حراس_الثورة_المجيدة
#اشاوس_الدعم_السريع",2023-04-24 22:40:09,RSF
771508764622662,https://facebook.com/www.rsf.gov.sd/posts/771508764622662,"حبل الكذب قصير

‎الصفحة الرسمية لوزارة الخارجية المصرية‎
53 mins ·

سفير مصر فى الخرطوم ينفى استشهاد مساعد ملحق الدفاع المصرى فى السودان
————-

اتصالا بما تناولته بعض وسائل الاعلام بشأن استشهاد مساعد الملحق العسكري المصري في الخرطوم، اكد السفير المصري في الخرطوم هاني صلاح، علي ان جميع اعضاء البعثة الدبلوماسية المصرية بخير، بما في ذلك اعضاء مكتب الدفاع.

وأكد السفير علي استمرار البعثة والمكاتب الفنية المصرية فى القيام بمهامهم وسط ظروف في غاية التعقيد.

Egypt's ambassador in Khartoum denies the martyrdom of the assistant of the Egyptian defense aide in Sudan
————-

Addressing what some media outlets have said about the martyrdom of the Egyptian military annex in Khartoum, the Egyptian Ambassador in Khartoum Hani Salah has confirmed that all members of the Egyptian diplomatic delegation are fine, including members of the Defense Office.

The ambassador emphasized the continuation of the Egyptian mission and technical offices in the midst of extremely complex circumstances.",2023-04-24 22:27:11,RSF
771400557966816,https://facebook.com/www.rsf.gov.sd/posts/771400557966816,"قوات الدعم السريع تؤمن عملية إجلاء بعثة دولة نيجيريا

ـــــــــــــــــــــــــــــــــ
#معركة_الديمقراطية
#حراس_الثورة_المجيدة
#أشاوس_الدعم_السريع

Rapid Security Forces Secure evacuation operation of Nigeria State Mission

ـــــــــــ
#معركة_الديمقراطية
#حراس_الثورة_المجيدة
#أشاوس_الدعم_السريع",2023-04-24 18:18:27,RSF
771311534642385,https://facebook.com/www.rsf.gov.sd/posts/771311534642385,"بسم الله الرحمن الرحيم
#قوات_الدعم_السريع
بيان هام
24 أبريل 2023

نفذت قوات الانقلاب، غارة جوية على أحياء سكنية متفرقة من العاصمة الخرطوم اليوم الإثنين، استهدفت المدنيين بشكل مباشر في حي الدوحة بأم درمان ومنطقة الكلاكلة جنوب الخرطوم.
ندين بشدة هذا العمل البربري الغاشم على المواطنين الأبرياء، من قيادة القوات الانقلابية، وهي بهذا الفعل الجبان لا تستهدف قوات الدعم السريع وإنما الشعب السوداني، ومعلوم أن هذه القوة تحركها أيادي الإرهابيين المتطرفين المعادين للشعب السوداني والإنسانية.
نؤكد أننا موجودون في كافة الميادين من أجل انتزاع هذا الجزء الخبيث من أرض السودان والخروج ببلادنا إلى بر الأمان بأقل الخسائر والأضرار وسط المدنيين.
تعمل قواتنا وسط جماهير الشعب السوداني لتقديم الخدمات الأساسية وفتح ممرات إنسانية في هذه المرحلة الصعبة التي تشهدها بلادنا، إلى جانب انشغالها بإجلاء البعثات الدبلوماسية ورعايا الدول الأجنبية، وأجلت اليوم بعثة دولة نيجريا وتساعد على إجلاء البعثة الهندية لمغادرة البلاد وبعثات آخرى تنتظرنا لتقديم الحماية والوصول بها إلى مناطق آمنة.
المجد والخلود للشهداء الابرار
العزة والكرامة لشعبنا الكريم
الناطق الرسمي باسم #قوات_الدعم_السريع

In the Name of Allah, the Most Gracious, the Most Merciful
#قوات_الدعم_السريع
Important statement
April 24, 2023

The coup forces carried out an airstrike on scattered residential neighborhoods from the capital Khartoum on Monday, directly targeting civilians in Doha neighborhood in Umm Durman and Kalakla area south of Khartoum.
We strongly condemn this barbaric act on innocent citizens, by the leadership of the coup forces, which in this cowardly act is not targeted by the Quick Support Forces, but the Sudanese people, and it is known that this force is driven by the hands of extremist terrorists who are against the Sudanese people and humanity.
We confirm that we are present in all fields in order to snatch this malicious part of Sudan's land and get out of our country to safety with the least losses and damages among civilians.
In the midst of the Sudanese masses, our forces are working to provide basic services and open humanitarian corridors in this difficult period that our country is experiencing, as well as evacuating diplomatic missions and patrons of foreign countries, the Nigeria State Mission today postponed and assisting the evacuation of the Indian Mission to leave the country and other missions await us to provide protection and reach them to safer areas.
Glory and eternity to the righteous martyrs
Dignity and dignity for our honorable people
The official spokesperson of #EAS",2023-04-24 15:25:39,RSF
771237671316438,https://facebook.com/www.rsf.gov.sd/posts/771237671316438,"بسم الله الرحمن الرحيم
#قوات_الدعم_السريع
بيـان هـام
24 أبريل 2023
رصدنا خلال اليومين الماضيين عمليات تخريب واسعة ونهب على منازل المواطنين ومقار الشركات والمصانع تقف وراءها خطة ماكرة من الفلول وعناصر النظام البائد بمحاولة الصاق التهم بقوات الدعم السريع عبر خطط مكشوفة خبرها شعبنا طوال ثلاثون عاماً من الإجرام والتخريب.
محاولة إعادة سيناريو التكسب بقطع الخدمات الضرورية كالكهرباء والمياه عن المواطنين فعل إجرامي قديم ظل الانقلابيون وقوى الظلام يمارسونه منذ وقت بعيد في مثل هذه الظروف والصاق التهم بالآخرين.
تعمل قوات الدعم السريع رغم انشغالها باقتلاع قوات الانقلاب وعناصر النظام البائد لتخليص الشعب السوداني من هذه العصابة، على توفير الخدمات الضرورية للمواطنين وتأمين مصادر هذه الخدمات بل والعمل مع الموظفين وتأمينهم لأداء عملهم، إلى جانب تأمين عمليات إجلاء البعثات الدبلوماسية ورعايا الدول الأجنبية، إضافة لتأمين الطرق وتسهيل عبور المواطنين إلى المناطق الآمنة.
المجد والخلود للشهداء الأبرار
العزة والكرامة لشعبنا الأبي
الناطق الرسمي باسم #قوات_الدعم_السريع

In the Name of Allah, the Most Gracious, the Most Merciful
#قوات_الدعم_السريع
Important statement
April 24, 2023
Over the past two days, we have observed extensive vandalism and looting of citizens' homes, business headquarters and factories, behind which is a cunning plan of beans and elements of the existing regime trying to accuse the Rapid Support Forces through exposed plans known to our people throughout thirty years of crime and vandalism.
Trying to repeat the scenario by cutting off essential services such as electricity and water from the citizens is an old criminal act that the coup d'état and the dark forces have been practicing for a long time in such circumstances and accusing others.
Despite being busy with uprooting the coup forces and elements of the existing regime to rid the Sudanese people of this gang, the Rapid Support Forces, are working to provide citizens with necessary services and securing the sources of these services, and also securing the evacuation of diplomatic missions and patronage of foreign countries, in addition to securing roads and facilitating the passage of citizens To the safe areas.
Glory and eternity to the righteous martyrs
Glory and dignity for our father people
The official spokesperson of #EAS",2023-04-24 12:32:29,RSF
770921328014739,https://facebook.com/www.rsf.gov.sd/posts/770921328014739,"بسم الله الرحمن الرحيم
قوات الدعم السريع
نشرة إخبارية
23 أبريل 2023
نفذت قوات الدعم السريع مساء اليوم الأحد، عملية إجلاء ناجحة لرعايا دولة ايطاليا. واشتملت البعثة التي تم اجلائها من منزل إقامة السفير بالخرطوم 2 بالإضافة إلى طاقم السفارة و 41 مواطنًا ايطاليا على متن 6 مركبات صغيرة وبص.
المجد والخلود للشهداء الأبرار
العزة والكرامة لشعبنا العظيم
الناطق الرسمي باسم قوات الدعم السريع

In the Name of Allah, the Most Gracious, the Most Merciful
Quick Support Forces
Newsletter
23 April 2023
On Sunday evening, the rapid support forces carried out a successful evacuation of Italian patrons. The delegation evacuated from the ambassador's residence in Khartoum included 2 as well as embassy staff and 41 Italian nationals on board 6 small vehicles.
Glory and eternity to the righteous martyrs
Dignity and dignity of our great people
The official spokesman of the Rapid Support Forces",2023-04-23 20:59:09,RSF
770857938021078,https://facebook.com/www.rsf.gov.sd/posts/770857938021078,"بسم الله الرحمن الرحيم
#قوات_الدعم_السريع
بيـان هـام
23 أبريل 2023
كان واضحًا منذ بدء الحرب في يوم السبت الماضي والتداعيات التي سبقت ذلك أن قيادة الانقلاب والمتطرفون يريدون إدارة عجلة الزمان إلى الوراء باستعادة نظام الحكم في البلاد، اليوم بات هذا المخطط واضحًا من أي وقت مضى من خلال ما جرى تداوله عبر وسائل الاعلام عن تنفيذ قادة الانقلاب عملية اخلاء بالقوة الجبرية لجميع السجناء المتواجدين بسجن كوبر الذي يضم جميع قادة النظام البائد.
ان قوات الدعم السريع إذ تدين هذا التصرف الذي يتنافى مع القوانين المحلية والاقليمية والدولية كافة، تحمل قيادة القوات المسلحة الانقلابية المسؤولية كاملة عن تقويض ثورة الشعب التي ضحى من أجلها الشباب والشابات.
ندعو أيضًا القوى الوطنية ممثلة في الاحزاب السياسية ومنظمات المجتمع المدني ولجان المقاومة والمجتمع الاقليمي والدولي إلى تحمل مسؤولياتهم تجاه هذه القضية.
المجد والخلود للشهداء الأبرار
العزة والكرامة لشعبنا الكريم
الناطق الرسمي باسم قوات الدعم السريع

In the Name of Allah, the Most Gracious, the Most Merciful
#قوات_الدعم_السريع
Important statement
23 April 2023
It was clear since the start of the war last Saturday and the repercussions that preceded the coup leadership and extremists want to turn the wheel of time backwards by restoring the ruling system in the country, today this plan is more clear than ever through what has been circulated through the media about the implementation of the coup leaders process Forced evacuation of all prisoners at Cooper prison which includes all the leaders of the old regime.
The Rapid Support Forces, condemning this act, which is contrary to all local, regional and international laws, the leadership of the Revolutionary Armed Forces, bears the full responsibility for undermining the revolution of the people, for which young men and women sacrificed themselves.
We also call on national forces represented in political parties, civil society organizations, Resistance Committees, the regional and international community to take their responsibilities towards this issue.
Glory and eternity to the righteous martyrs
Dignity and dignity for our honorable people
The official spokesman of the Rapid Support Forces",2023-04-23 18:47:32,RSF
770752941364911,https://facebook.com/www.rsf.gov.sd/posts/770752941364911,"#الدعم_السريع يلبي نداء استغاثة فريق اعلامي تابع لقناة العربي ويقوم باجلائهم الى مكان آمن

# Rapid_Support responds to the call of a media team belonging to Al Arabi Channel and evacuates them to a safe place.",2023-04-23 15:30:16,RSF
770694854704053,https://facebook.com/www.rsf.gov.sd/posts/770694854704053,"بسم الله الرحمن الرحيم

التحية والتجلة للشعب السودانى العظيم فى هذا الوقت العصيب الذي تمر به بلادنا الحبيبة، لابد لنا ان نتأسف لهذه المعاناة الانسانية التي سببها البرهان وزمرته من الجماعات المتطرفة التي تهورت باشعال الحرب.
وبصفتى القائد الثانى لقوات الدعم السريع وتخفيفًا للمعاناة الانسانية أوجه كل قوات الدعم السريع المنتشرة فى العاصمة المثلثة وولايات السودان المختلفة السماح للموظفين المدنيين العاملين فى مجال امداد الكهرباء والمياه والخدمات الصحية لمباشرة أعمالهم وتوفير الخدمة للمواطنين، كما اوجه بتسهيل عمل جميع المنظمات الانسانية من أجل تقديم العون والمساعدة اللازمة للمتضررين .

نعمل جاهدين وبكل ما نملك ان نخفف المعاناة على الشعب السودانى الثائر.

والنصر لنا بإذن الله والثورة مستمرة من اجل الحرية والديمقراطية

In the Name of Allah, the Most Gracious, the Most Merciful

Salute and manifestation to the great Sudanese people at this difficult time that our beloved country is going through, we must regret this humanitarian suffering caused by Burhan and his group of extremist groups that were reckless by igniting war.
As the second commander of the Rapid Support Forces, and to alleviate humanitarian suffering, I have directed all the Rapid Aid Forces deployed in the Triangle Capital and different states of Sudan to allow civilian employees working in the field of electricity, water and health services to direct their business and provide service to citizens, and I also instructed all humanitarian organizations to provide the necessary aid and assistance For the affected .

We are working hard and with all we can to alleviate the suffering of the rebellious Sudanese people.

Victory is ours, God willing, and the revolution goes on for freedom and democracy",2023-04-23 13:17:45,RSF
770668164706722,https://facebook.com/www.rsf.gov.sd/posts/770668164706722,"بسم الله الرحمن الرحيم
قيادة قوات الدعم السريع

نشرة اخبارية 23-4-2023

تعرضت قوات الدعم السريع صباح اليوم 23/4/2023 الى هجوم بالطيران اثناء اجلاء رعايا فرنسين من من سفارة بلادهم مرورًا ببحري الى امدرمان مما عرض حياة الرعايا الفرنسين للخطر بإصابة احدهم ونجاة بقية الرعايا .
وتشير قوات الدعم السريع انه وبتنسيق تام مع الحكومة الفرنسية تحرك صباح اليوم موكب اجلاء الرعايا الفرنسيين من أماكن تجميعهم بالسفارة الفرنسية وعبورًا بمدينة بحري الى امدرمان أثناء تحرك الموكب تحت حماية قواتنا تعرض الى هجوم غادر بالطيران من قوات الانقلاب فيما تصدت قوات الدعم السريع للهجوم واسقطت الطائرة.
ان هذا الانتهاك الصارخ للقانون الدولي والانساني وللهدنة المعلنة كان بشهادة وحضور اعضاء السفارة الفرنسية التي وثقت الحادث.
وازاء هذا الهجوم الجبان وحفاظًا على سلامة الرعايا الفرنسين اضطرت قوات الدعم السريع الى العودة بالموكب الى نقطة الانطلاق الأولى.
تجدد قوات الدعم السريع تأكيدها بالالتزام الكامل بالهدنة المعلنة وفتح الممرات الإنسانية لتمكين المواطنيين من الحصول على الخدمات الضرورية ، ولتسهيل حركة الرعايا الاجانب الى مناطق الاجلاء التي حددتها حكوماتهم.

المجد والخلود للشهداء الابرار
العزة والكرامة لشعبنا الابي

الناطق الرسمي باسم قوات الدعم السريع

In the Name of Allah, the Most Gracious, the Most Merciful
Command of the Quick Support Forces

Newsletter 23-4-2023

Today morning 23/4/2023, the emergency support forces were subjected to an air attack while evacuating French nationals from their embassy via sea to Omdurman, which put the lives of French nationals in danger by injuring one of the citizens and the survival of the rest of the citizens.
The RAPU points out that, in full coordination with the French Government, the procession of evacuating French nationals from their gathering places at the French Embassy and through a city of Bahri to Omdurman, while the procession moves under the protection of our forces, subjected to an attack from the Coup D'état forces, as the RAPU responded to the attack and crashed the plane.
This blatant violation of international and humanitarian law and of the declared truce was with the testimony and presence of members of the French embassy who documented the incident.
Due to this cowardly attack and to keep the safety of the French citizens, the rapid support forces had to return the parade to the starting point.
The Rapid Support Forces renew their affirmation of full commitment to the declared truce and the opening of humanitarian corridors to enable citizens to access essential services, and to facilitate the movement of foreign nationals to evacuation areas determined by their governments.

Glory and eternity to the righteous martyrs
Glory and dignity for our fatherly people

The official spokesman of the Rapid Support Forces",2023-04-23 12:19:37,RSF
