post_id,post_url,text,time,page
623426446496946,https://facebook.com/sudanese.armed.forces/posts/623426446496946,"القيادة العامة للقوات المسلحة

الإثنين ٢٤ أبريل ٢٠٢٣م
الزمن ٩:١٥ مساءا

تصحيح

بالاشارة لبياننا الصادر بشأن مقتل مساعد الملحق العسكري للسفارة المصرية بالخرطوم بنيران المليشيا المتمردة عصر اليوم، نوضح أن الوظيفة الصحيحة له هي (مساعد الملحق الإداري للسفارة المصرية بالخرطوم) وليس كما ورد بالبيان السابق عن مساعد الملحق العسكري ،
يستقل العربة فورتشنر باللوحة ١٣٢ هيئة دبلوماسية
الإسم بالكامل محمد حسين محمد القراوي وليس محمد الحسين محمد القراوي

نعتذر للخطأ غير المقصود في الإسم والوظيفة ونكرر تعازينا لأعضاء البعثة والشعب المصري ؛الشقيق

مكتب الناطق الرسمي باسم القوات المسلحة

الرابط على الصفحة الرسمية للقوات المسلحة
https://www.facebook.com/100064887872565/posts/623426446496946/

#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس

General Command of the Armed Forces

Monday, April 5, 2020 AD
Time: 9 : 5 pm

Correction

Referring to our statement issued regarding the killing of the assistant of the military attachment of the Egyptian Embassy in Khartoum by the rebel militia fires this afternoon, we clarify that his correct job is (administrative assistant of the Egyptian embassy in Khartoum) and not as reported in the previous statement about the assistant of military attachment,
Fortuner's car takes off the board حة diplomatic body
The full name Muhammad Hussein Muhammad Al-Qarawi not Muhammad Al-Hussein Muhammad Al-Qaraawi

We apologize for the unintended mistake in the name and the position, and we reiterate our condolences to the members of the mission and the Egyptian people; Brother

Office of the Spokesman of the Armed Forces

The link is on the official page of the Armed Forces
https://www.facebook.com/100064887872565/posts/623426446496946/

#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس",2023-04-24 23:26:46,SAF
623353659837558,https://facebook.com/sudanese.armed.forces/posts/623353659837558,"القيادة العامة للقوات المسلحة

الإثنين ٢٤ أبريل ٢٠٢٣م
سعت ٦:١٥

تحذر القوات المسلحة من أن المليشيا المتمردة أخذت في إرتداء أزياء الشرطة العادية وشرطة الاحتياطي المركزي للقيام بالمزيد من عمليات الإعتداء على المواقع ونشر الفوضى التي بدأت تتوسع فيها بإطلاق سراح نزلاء بعض السجون وعمليات النهب والإستيلاء على ممتلكات المواطنين والقتل العشوائي.

على جميع المواطنين وقوات الشرطة أخذ الحيطة والحذر

مكتب الناطق الرسمي بإسم القوات المسلحة

https://m.facebook.com/story.php?story_fbid=623353659837558&id=100064887872565&mibextid=Nif5oz
رابط البيان على الصفحة الرسمية للقوات المسلحة

#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس

General Command of the Armed Forces

Monday, April 5, 2020 AD
6 : :

Rebel militia has taken to normal police and central reserve police uniforms to carry out more attacks on sites and spread chaos that has begun to spread with the release of prisoners, looting, seizing of citizen's property and random killings, the armed forces warn.

All citizens and police forces should take caution

Office of the Spokesman of the Armed Forces

https://m.facebook.com/story.php?story_fbid=623353659837558&id=100064887872565&mibextid=Nif5oz
The statement link is on the official page of the Armed Forces

#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس",2023-04-24 21:00:34,SAF
623346373171620,https://facebook.com/sudanese.armed.forces/posts/623346373171620,"القيادة العامة للقوات المسلحة

الإثنين ٢٤ أبريل ٢٠٢٣م
سعت ٦:٠٠

مازالت حملات التضليل الإعلامي مستمرة من قبل المليشيا المتمردة، توضح القوات المسلحة أنه ماورد ببيانهم بشأن المساعدة والتنسيق في إجلاء رعايا ومبعوثي الدول غير صحيح ولا يمكن أن تتواصل دول العالم مع قوة متمردة على الدولة مهما حاولت تقمص شخصية الدولة بالكذب والتضليل.

بل تعرضت البعثة الفرنسية التي ادعوا مساعدتها للإعتداء وإطلاق النار على أحد الفرنسيين ومحاولة إقتحام مقر البعثة في بري يوم أمس.

كما تؤكد القوات المسلحة على أنها لا يمكن أن تستهدف مواطنيها الذين ارتبطت بهم طوال تاريخ السودان بتدمير منازلهم وضربهم بالقوات الجوية وشعبنا يعلم ذلك، وهي التي ظلت تتجنب الدخول في معارك كبيرة وسط الأحياء السكنية مقابل طول أمد المواجهات من أجل المحافظة على أرواح المواطنين وممتلكاتهم في الوقت الذي اتخذت المليشيا المتمردة من هذه الأحياء والمناطق المكتظة بالسكان ملاذا لنشر قواتهم وعرباتهم متخذين منهم دروعا بشرية.

الحقائق واضحة للعيان ومحاولات تزييفها التي استمرت بشكل مدهش من قبل قادة المليشيا المتمردة حتى أصبحت من سماتها منذ عام ٢٠١٩م ملها الناس وأصبحت غير قابلة للتصديق

نطمئن شعبنا الصابر بأن قواته المسلحة التي ظلت تناصره في جميع المواقف التي مرت بالبلاد ستستمر في بذل المهج والأرواح لحماية خياراته في إقامة دولة مدنية راشدة على أساس صحيح وسليم ولن تسلم البلاد لقمة سائغة لأشخاص وضعوا هدف الإستحواذ على هذه البلاد لتحويلها إلى ملكية خاصة، ولو بذلت في سبيل ذلك أنهارا من دماء أبناءها من رجال الجيش.

مكتب الناطق الرسمي باسم القوات المسلحة
https://m.facebook.com/story.php?story_fbid=623346373171620&id=100064887872565&mibextid=Nif5oz
رابط البيان على الصفحة الرسمية للقوات المسلحة.

#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس

General Command of the Armed Forces

Monday, April 5, 2020 AD
6 : عت

Media misinformation campaigns by rebel militias are still ongoing, the armed forces explain that their statement on assistance and coordination in the evacuation of state delegates and envoys is incorrect and the countries of the world cannot communicate with a rebel force against the state no matter how much they try to discredit the state by lying and misleading.

The French delegation they claimed to help attacked and shot a French man and attempted to break into the mission's headquarters in Berry yesterday.

The armed forces also emphasize that it cannot target its citizens with whom it has been associated throughout the history of Sudan by destroying their homes and hitting them with the air force and our people know this, which has been avoiding getting into major battles among residential neighborhoods for the length of encounters in order to preserve the lives of citizens and property at the time that Rebel militia from these overcrowded neighborhoods and areas have taken refuge to deploy their troops and chariots with human shields.

Facts are clear and the attempts to falsify them that went on amazingly by the rebel militia leaders until it became one of their characteristics since 190 AD that people were fed up with and became unbelievable

We assure our patient people that his armed forces, which have remained in support of him in all situations that have passed through the country, will continue to sacrifice their lives to protect their options in establishing a civilized state on a true and sound basis, and the country will not surrender to a leading summit of people who set the goal of seizing this country to turn it into private ownership, even if it so in Spilling rivers of blood of her sons of army men.

Office of the Spokesman of the Armed Forces
https://m.facebook.com/story.php?story_fbid=623346373171620&id=100064887872565&mibextid=Nif5oz
The statement link is on the official page of the Armed Forces.

#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس",2023-04-24 20:48:51,SAF
623203333185924,https://facebook.com/sudanese.armed.forces/posts/623203333185924,"شاهد
قائد الفرقة الخامسة مشاه الابيض يتفقد جنوده ويشاركهم بالحماس العالي فرحة النصر علي مليشيا الدعم السريع المتمردة
٢٣ ابريل ٢٠٢٣م
#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس

Watch
The commander of the fifth division, Mashah Al-Bayd, checks his soldiers and shares with them with high enthusiasm the joy of victory over the rebel fast support militia
29 April 2020 AD
#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس",2023-04-24 16:45:47,SAF
623156116523979,https://facebook.com/sudanese.armed.forces/posts/623156116523979,"القيادة العامة للقوات المسلحة

الإثنين ٢٤ أبريل ٢٠٢٣م

الموقف العملياتي مستقر بشكل ملحوظ وتستمر قواتنا في توسيع نطاق تأمين منطقة الخرطوم بالتدرج لتجنب إلحاق أضرار بالمناطق السكنية .

تبعثرت مجموعات المليشيا المتمردة على نطاق واسع بالخرطوم و أجزاء محدودة من الخرطوم بحري وسط الأحياء للإحتماء بهذه التجمعات السكنية واتخاذ المواطنين دروع بشرية.

مازالت الأبواق الإعلامية للمتمردين مستمرة في بث نفس الأكاذيب المتكررة منذ اليوم الأول والتي أصبحت غير مقنعة للمواطن بشأن الإستيلاء على مراكز القيادة العسكرية والقصر الجمهوري ومدينة جياد الصناعية ومراكز استراتيجية أخرى وهذا غير صحيح.

مازالت الإتصالات مع القيادة من قبل دول مختلفة مستمرة بشأن إجلاء البعثات وستستمر هذه العمليات بنفس درجة التنسيق التي أجريت أمس.

تجدد القوات المسلحة نداءاتها لأفراد مليشيا الدعم السريع بأن مؤسستهم السابقة لم يعد لها مكان ضمن المنظومة الأمنية بالبلاد بعد تمردها ، وبالتالي ندعوهم للإنضمام إلى صفوف القوات المسلحة السودانية والخروج من دائرة التمرد على الدولة ، وذلك عن طريق التبليغ لأقرب وحدة عسكرية وسيتم استيعابهم بجيش البلاد من تاريخ التبليغ طبقا لقرارات السيد القائد العام للقوات المسلحة.

مكتب الناطق الرسمي باسم القوات المسلحة
■
رابط البيان علي الصفحة الرسمية للقوات المسلحة السودانية https://m.facebook.com/story.php?story_fbid=623156116523979&id=100064887872565&mibextid=Nif5oz
#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس

General Command of the Armed Forces

Monday, April 5, 2020 AD

The operational situation is remarkably stable and our forces continue to expand the scope of the Khartoum region's security gradually to avoid damages to residential areas.

Rebel militia groups have widely scattered Khartoum and limited parts of Khartoum sea in the middle of neighborhoods to contain these residential gatherings and citizens taking human shields.

The rebel media horns are still broadcasting the same repeated lies since day one which has become unconvincing to the citizen about the seizure of Military Command centers, Republican Palace, Jiad Industrial City and other strategic centers and this is not true.

Calls with leadership by various countries regarding evacuation missions are still ongoing and will continue with the same level of coordination as yesterday.

The armed forces renew their calls to the members of the militia quick support that their former institution no longer has a place in the security system of the country after its rebellion, and therefore we invite them to join the ranks of the Sudanese armed forces and get out of the rebellion circle on the country, by reporting to the nearest military unit and will be assimilated by the country's army from the history Reporting as per the decisions of the Commander in Chief of the Armed Forces.

Office of the Spokesman of the Armed Forces
■
The statement link is on the official page of the Sudanese Armed Forces https://m.facebook.com/story.php?story_fbid=623156116523979&id=100064887872565&mibextid=Nif5oz
#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس",2023-04-24 14:57:34,SAF
623077976531793,https://facebook.com/sudanese.armed.forces/posts/623077976531793,"رئيس مجلس السيادة القائد العام الفريق أول ركن عبدالفتاح البرهان لقناة العربية :

• أنا موجود حاليا بمركز القيادة ولن أتركه إلا على نعش شهيدا للوطن.
• القوات المسلحة جيش قومي وغير مخترق من إسلاميين ولا وجود لفلول تقاتل معه.
• القوات المسلحة ملتزمة بتسليم السلطة لحكومة مدنية.
• مليشيا الدعم هي التي بدأت بالإعتداء واتخذنا موقفا دفاعيا.
• المليشيا هاجمت السجون وأخرجت السجناء وقتلت الحراس من الشرطة.
• مليشيا الدعم السريع تتخذ المدنيين دروعا بشرية.
• المتمردون أخلوا المنازل من أصحابها وحولوها لمعسكرات.
التنسيق مع تشاد إيجابي لضبط القوات المتمردة المتسللة.
• نحن جيش نظامي فلذا لا نستهدف شخصيات رسمية كما تفعل المليشيات.

#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس

Chairman of the Sovereignty Council, Commander-in-Chief, Team First Corner, Abdul Fattah Al-Burhan for Arabian Channel:

• I am currently at the command center and I will only leave it on the coffin of a martyr for the homeland.
• The armed forces are a national army that is not penetrated by Islamists and there is no one to fight with.
• The armed forces are committed to handing over power to a civil government.
• The support militia started the attack and we took a defensive position.
• Militia attacked prisons, took out prisoners and killed guards from police.
• Fast-support militia take civilians as human shields.
• Rebels evacuated houses from their owners and turned them into camps.
Coordinating with Chad Positive to stop the infiltrating rebel forces.
• We are a regular army so we don't target official figures like militias do.

#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس",2023-04-24 12:00:04,SAF
622809349891989,https://facebook.com/sudanese.armed.forces/posts/622809349891989,"القيادة العامة للقوات المسلحة

الأحد ٢٣ أبريل ٢٠٢٣م
الزمن ٠٩:٣٥ مساءا
نجحت اليوم عمليات إخلاء عدد من البعثات الدبلوماسية ورعايا بعض الدول بالرغم من محاولات المليشيا المتمرده عرقلة العملية ، من خلال إعتراض البعثة القطرية والتي تعرضت للنهب ، والبعثة الفرنسية التي تم إعتراض موكبها في الطريق إلى وادي سيدنا مما اضطرها إلى العودة وتأخير موعد إقلاع طائرتها .

عمليات الإخلاء التي تم تنسيقها بواسطة القوات المسلحة واكتملت اليوم تفاصيلها كالاتي:
البعثتين القطرية والأردنية عن طريق البر إلى بورتسودان ومنها جوا إلى وجهتيها النهائيتين .

البعثات التي تم إخلاؤها جوا عن طريق وادي سيدنا هي بعثات الولايات المتحدة الأمريكية ، بريطانيا ، ألمانيا ، فرنسا .
وسيجري تنفيذ بقية عمليات الإخلاء تباعا حسب الطلبات التي تم تقديمها لبقية الدول .

وعلي صعيد متصل ، تواصلت اليوم التحركات العسكرية للمليشيا المتمردة داخل ولاية الخرطوم للإستيلاء على بعض المرافق الخدمية الإستراتيجية وتخريبها حيث تم التعدي على دار الهاتف بالخرطوم وقطع إتصال الإنترنت بشبكة سوداني ، بجانب محاولة الإستيلاء على مصفاة الجيلي في إطار سياستهم التي تقوم على محاولات إبتزاز الدولة .

إضافة إلى مواصلة مليشيا التمرد للقصف المدفعي لبعض المناطق المحيطة بالقيادة العامة واعتراض حركة المواطنين بإقامة نقاط التفتيش ببعض مناطق العاصمة والعمل على نشر الفوضى بإقتحام بعض السجون وإجبار الشرطة على إطلاق سراح النزلاء وبينهم محكومون بجرائم خطيرة .

تطمئن القوات المسلحة شعبها بأنها ستظل قوية ومتماسكة وموحدة الهدف والإرادة و ستستكمل مهمتها العسكرية في التصدي وتحقيق النصر وتخليص البلاد من هذه الأوضاع التي تسببت فيه مليشيا متمردة وضعت هدف الإستيلاء على البلاد بكل تاريخها وتسخيرها لصالحها بصورة لا مكان فيها للمصلحة الوطنية ، وسنحقق لشعبنا نصرا مؤزرا وقريبا بإذن الله .

مكتب الناطق الرسمي باسم القوات المسلحة

رابط البيان بالصفحة الرسمية للقوات المسلحة

https://www.facebook.com/100064887872565/posts/622809349891989/

#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس

General Command of the Armed Forces

Sunday, April 19, 2020 AD
The time is 3:35 pm
Today, the evacuation operations of a number of diplomatic missions and the patronage of some countries succeeded, despite the attempts of the rebel militia to hinder the operation, by objecting the Qatar delegation, which was looted, and the French delegation whose procession was objected on the way to Wadi Sayedna, which had to return and delay the departure of its plane.

The evacuations that were coordinated by the armed forces were completed today as follows:
The two Qatar and Jordanian missions by land to Port Sudan and from them by air to their final destinations.

The missions that were evacuated through Wadi Saidna are the missions of the United States of America, Britain, Germany and France.
The rest of the evacuations will be carried out according to the requests submitted to the rest of the countries.

On a continuous level, the military movements of the rebel militia within the state of Khartoum continued today to seize and destroy some strategic service facilities, where the phone house in Khartoum was invaded and the internet connection of the Sudanese network was cut off, in addition to trying to seize the Jelly filter in the framework of their policy that is trying to extort the state.

In addition to the continuation of the militia rebellion to artillery shelling some areas surrounding the general leadership, and the objection of the citizens' movement by establishing checkpoints in some areas of the capital, and working to spread chaos by breaking into some prisons, and forcing the police to release prisoners, among them convicted of serious crimes.

The armed forces reassure its people that it will remain strong, coherent, united in purpose and will, and will complete its military mission in counteracting, achieving victory, and getting rid of the country from these situations caused by a rebel militia, which set the goal of seizing the country with all its history and harming it in a way that it has no place for the national interest, and we will achieve our people a regrettable victory and soon God willing.

Office of the Spokesman of the Armed Forces

Statement link on the official page of the Armed Forces

https://www.facebook.com/100064887872565/posts/622809349891989/

#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس",2023-04-23 23:58:54,SAF
622626113243646,https://facebook.com/sudanese.armed.forces/posts/622626113243646,"انضمام الرائد حسين هداي عمر عيسي من مليشيا الدعم السريع المتمردة ومجموعته المكونة من ١٢٥ و٢٥ عربة بكامل العتاد للقوات المسلحة وذلك استجابة لقرار القائد العام للقوات المسلحة
#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس

Major Hussein Hidayi Omar Essa from the rebel rapid support militia and his group of 10 and 10 fully equipped cars for the armed forces, in response to the decision of the Commander-in-Chief of the Armed Forces
#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس",2023-04-23 18:48:38,SAF
622584726581118,https://facebook.com/sudanese.armed.forces/posts/622584726581118,"استسلام مليشيا الدعم السريع المتمردة بالفشقة الصغرى استجابة لقرار القائد العام للقوات المسلحة

#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس

The rebel fast support militia in response to the decision of the Commander-in-Chief of the Armed Forces

#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس",2023-04-23 17:51:15,SAF
622431959929728,https://facebook.com/sudanese.armed.forces/posts/622431959929728,"القيادة العامة للقوات المسلحة

الأحد ٢٣ ابريل ٢٠٢٣م
ارتكبت مليشيا الدعم السريع عدة انتهاكات على بعثات دبلوماسية ليلة أمس واليوم كالاتي:
سرقة العربة الدبلوماسية الخاصة بالسفير الماليزي أثناء تسوقه بعد إنزاله من العربة وهروبهم بها.
اعتدت مليشيا الدعم السريع المتمردة اليوم على موكب إخلاء أفراد السفارة القطرية المتجه إلى بورتسودان وقامت بنهب أموالهم و جميع حقائبهم وهواتفهم النقالة.
الاعتداء على موكب السفارة الفرنسية بإطلاق النار مما أدى إلى عودتهم وتعطيل عملية الإخلاء.
إصابة أحد الفرنسيين بعيار ناري من قناص إضافة إلى مهاجمة مقر البعثة في بري.
تدين القوات المسلحة بأشد العبارات هذا السلوك البربري والجنوح للعنف والذي هو سمة ملازمة لمليشيا الدعم السريع قبل وبعد تمردها في أسوأ نموذج لاستغلال القوة والمال عرفه تاريخ البلاد، كما تتقدم بأسمى آيات المواساة للضحايا.
مكتب الناطق الرسمي باسم القوات المسلحة
■
رابط البيان علي صفحة القوات المسلحة السودانية
https://m.facebook.com/story.php?story_fbid=622431959929728&id=100064887872565&mibextid=Nif5oz
#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس

General Command of the Armed Forces

Sunday, April 5, 2020 AD
The fast support militia committed several violations on diplomatic missions last night and today Kalati:
Malaysian ambassador's diplomatic cart stolen while shopping after getting out of the cart and they fled with it.
Rebel express support militia today used the evacuation procession of members of the Qatar embassy heading to Port Sudan and looted their money, all their bags and mobile phones.
Attack on the French Embassy parade with gunfire led to them returning and disrupting the evacuation process.
French man was shot by a sniper in addition to attacks on mission headquarters in Berry.
The armed forces condemn in the strongest terms this barbaric and criminal behavior of violence, which is a characteristic of the militia's quick support before and after its rebellion in the worst model of exploitation of power and money known to the history of the country, as it goes forward with the most consoling verses for the victims.
Office of the Spokesman of the Armed Forces
■
The statement link is on the Sudanese Armed Forces page.
https://m.facebook.com/story.php?story_fbid=622431959929728&id=100064887872565&mibextid=Nif5oz
#الجيش_صاحي
#إنهاء_التمرد
#جيش_واحد_شعب_واحد
#ده_جيش_بتداوس",2023-04-23 12:03:06,SAF
